ocel:activity,ocel:timestamp,ocel:type:MAT,ocel:type:PLA,ocel:type:PO_ITEM,ocel:type:SO_ITEM,ocel:type:CUSTOMER,ocel:type:SUPPLIER,Stock Before,Stock After,ocel:type:MAT_PLA,ocel:eid,Annual Demand (D_m),Average Daily Demand (d_m),Std Dev of Daily Demand (σ_m),Average Lead Time (l_m),EOQ,Safety Stock (SS),Reorder Point (ROP),OS,CUMCOUNT,INVCUMCOUNT,Current Status,Status Change Happened,Status Change Happened2,Status Change Happened3,Status Change Happened4
Create Sales Order Item (Understock),2024-05-15 02:32:50,['MAT-74'],['Plant4'],,['SO_ITEM--126-2'],['CUSTOMER--46'],,0.0,0.0,['MAT-74_Plant4'],e991,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
END UNDERSTOCK,2024-05-15 02:32:51,['MAT-74'],['Plant4'],,['SO_ITEM--126-2'],['CUSTOMER--46'],,0.0,0.0,['MAT-74_Plant4'],e991_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
START OVERSTOCK,2023-12-19 02:31:39,['MAT-74'],['Plant5'],['PO_ITEM--108-2'],,,['SUPPLIER--29'],130.0,130.0,['MAT-74_Plant5'],e984_STARTSC,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,0,3,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-12-19 02:31:40,['MAT-74'],['Plant5'],['PO_ITEM--108-2'],,,['SUPPLIER--29'],130.0,130.0,['MAT-74_Plant5'],e984,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,0,3,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Normal,2024-02-20 02:32:19,['MAT-74'],['Plant5'],,['SO_ITEM--139-2'],['CUSTOMER--1'],,47.0,47.0,['MAT-74_Plant5'],e988_ARTSC,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,1,2,Normal,,,ST CHANGE Overstock to Normal,ST CHANGE Overstock to Normal
Create Sales Order Item (Normal),2024-02-20 02:32:20,['MAT-74'],['Plant5'],,['SO_ITEM--139-2'],['CUSTOMER--1'],,47.0,47.0,['MAT-74_Plant5'],e988,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,1,2,Normal,,,ST CHANGE Overstock to Normal,ST CHANGE Overstock to Normal
Create Purchase Order Item (Normal),2024-04-05 02:32:30,['MAT-74'],['Plant5'],['PO_ITEM--132-2'],,,['SUPPLIER--20'],47.0,47.0,['MAT-74_Plant5'],e989,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,2,1,Normal,,,,
ST CHANGE NORMAL to UNDERSTOCK,2024-07-07 02:32:59,['MAT-74'],['Plant5'],,,['CUSTOMER--116932'],,47.0,0.0,['MAT-74_Plant5'],e992_STARTSC,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,3,0,Understock,ST CHANGE NORMAL to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Normal to Understock,
Goods Issue (Understock),2024-07-07 02:33:00,['MAT-74'],['Plant5'],,,['CUSTOMER--116932'],,47.0,0.0,['MAT-74_Plant5'],e992,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,3,0,Understock,ST CHANGE NORMAL to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Normal to Understock,
END UNDERSTOCK,2024-07-07 02:33:01,['MAT-74'],['Plant5'],,,['CUSTOMER--116932'],,47.0,0.0,['MAT-74_Plant5'],e992_END,47.0,47.0,4.7,7.0,30.66,20.46,349.46,51.120000000000005,3,0,Understock,ST CHANGE NORMAL to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Normal to Understock,
START OVERSTOCK,2023-09-29 02:33:39,['MAT-75'],['Plant1'],['PO_ITEM--29-2'],,,['SUPPLIER--29'],45.0,45.0,['MAT-75_Plant1'],e997_STARTSC,0.0,1.0,0.1,253.0,0.0,2.62,255.62,2.62,0,1,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-09-29 02:33:40,['MAT-75'],['Plant1'],['PO_ITEM--29-2'],,,['SUPPLIER--29'],45.0,45.0,['MAT-75_Plant1'],e997,0.0,1.0,0.1,253.0,0.0,2.62,255.62,2.62,0,1,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Understock,2023-12-04 02:34:19,['MAT-75'],['Plant1'],,['SO_ITEM--192-3'],['CUSTOMER--30'],,0.0,0.0,['MAT-75_Plant1'],e1001_ARTSC,0.0,1.0,0.1,253.0,0.0,2.62,255.62,2.62,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Sales Order Item (Understock),2023-12-04 02:34:20,['MAT-75'],['Plant1'],,['SO_ITEM--192-3'],['CUSTOMER--30'],,0.0,0.0,['MAT-75_Plant1'],e1001,0.0,1.0,0.1,253.0,0.0,2.62,255.62,2.62,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
END UNDERSTOCK,2023-12-04 02:34:21,['MAT-75'],['Plant1'],,['SO_ITEM--192-3'],['CUSTOMER--30'],,0.0,0.0,['MAT-75_Plant1'],e1001_END,0.0,1.0,0.1,253.0,0.0,2.62,255.62,2.62,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
START OVERSTOCK,2023-10-08 02:33:49,['MAT-75'],['Plant2'],['PO_ITEM--62-1'],,,['SUPPLIER--15'],45.0,45.0,['MAT-75_Plant2'],e998_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,5,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-10-08 02:33:50,['MAT-75'],['Plant2'],['PO_ITEM--62-1'],,,['SUPPLIER--15'],45.0,45.0,['MAT-75_Plant2'],e998,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,5,Overstock,START OVERSTOCK,,,
ST CHANGE OVERSTOCK to UNDERSTOCK,2023-10-27 02:33:59,['MAT-75'],['Plant2'],,,['CUSTOMER--925830'],,45.0,0.0,['MAT-75_Plant2'],e999_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,4,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2023-10-27 02:34:00,['MAT-75'],['Plant2'],,,['CUSTOMER--925830'],,45.0,0.0,['MAT-75_Plant2'],e999,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,4,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Create Purchase Order Item (Understock),2023-12-22 02:34:40,['MAT-75'],['Plant2'],['PO_ITEM--47-1'],,,['SUPPLIER--27'],0.0,0.0,['MAT-75_Plant2'],e1003,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,3,Understock,,,,
Create Purchase Order Item (Understock),2024-01-11 02:35:00,['MAT-75'],['Plant2'],['PO_ITEM--28-2'],,,['SUPPLIER--6'],0.0,0.0,['MAT-75_Plant2'],e1005,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,2,Understock,,,,
Create Purchase Order Item (Understock),2024-02-13 02:35:10,['MAT-75'],['Plant2'],['PO_ITEM--5-1'],,,['SUPPLIER--16'],0.0,0.0,['MAT-75_Plant2'],e1006,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,1,Understock,,,,
Create Sales Order Item (Understock),2024-02-18 02:35:30,['MAT-75'],['Plant2'],,['SO_ITEM--18-2'],['CUSTOMER--14'],,0.0,0.0,['MAT-75_Plant2'],e1008,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,5,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-02-18 02:35:31,['MAT-75'],['Plant2'],,['SO_ITEM--18-2'],['CUSTOMER--14'],,0.0,0.0,['MAT-75_Plant2'],e1008_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,5,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-12-10 02:34:29,['MAT-75'],['Plant3'],['PO_ITEM--8-2'],,,['SUPPLIER--26'],0.0,0.0,['MAT-75_Plant3'],e1002_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Purchase Order Item (Understock),2023-12-10 02:34:30,['MAT-75'],['Plant3'],['PO_ITEM--8-2'],,,['SUPPLIER--26'],0.0,0.0,['MAT-75_Plant3'],e1002,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2023-12-10 02:34:31,['MAT-75'],['Plant3'],['PO_ITEM--8-2'],,,['SUPPLIER--26'],0.0,0.0,['MAT-75_Plant3'],e1002_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START UNDERSTOCK,2023-12-03 02:34:09,['MAT-75'],['Plant5'],['PO_ITEM--97-1'],,,['SUPPLIER--19'],0.0,0.0,['MAT-75_Plant5'],e1000_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-12-03 02:34:10,['MAT-75'],['Plant5'],['PO_ITEM--97-1'],,,['SUPPLIER--19'],0.0,0.0,['MAT-75_Plant5'],e1000,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-01-02 02:34:50,['MAT-75'],['Plant5'],['PO_ITEM--17-2'],,,['SUPPLIER--12'],0.0,0.0,['MAT-75_Plant5'],e1004,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Understock,,,,
Create Sales Order Item (Understock),2024-02-17 02:35:20,['MAT-75'],['Plant5'],,['SO_ITEM--36-1'],['CUSTOMER--17'],,0.0,0.0,['MAT-75_Plant5'],e1007,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Understock,,,,
Create Purchase Order Item (Understock),2024-06-12 02:35:40,['MAT-75'],['Plant5'],['PO_ITEM--1-1'],,,['SUPPLIER--9'],0.0,0.0,['MAT-75_Plant5'],e1009,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Understock,,,,
ST CHANGE UNDERSTOCK to OVERSTOCK,2024-06-23 02:35:49,['MAT-75'],['Plant5'],['PO_ITEM--150-3'],,,['SUPPLIER--20'],0.0,16.0,['MAT-75_Plant5'],e1010_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
Goods Receipt (Overstock),2024-06-23 02:35:50,['MAT-75'],['Plant5'],['PO_ITEM--150-3'],,,['SUPPLIER--20'],0.0,16.0,['MAT-75_Plant5'],e1010,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
END OVERSTOCK,2024-06-23 02:35:51,['MAT-75'],['Plant5'],['PO_ITEM--150-3'],,,['SUPPLIER--20'],0.0,16.0,['MAT-75_Plant5'],e1010_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
START UNDERSTOCK,2023-10-27 02:36:29,['MAT-76'],['Plant1'],,['SO_ITEM--59-2'],['CUSTOMER--16'],,0.0,0.0,['MAT-76_Plant1'],e1015_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-10-27 02:36:30,['MAT-76'],['Plant1'],,['SO_ITEM--59-2'],['CUSTOMER--16'],,0.0,0.0,['MAT-76_Plant1'],e1015,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-07-13 02:37:50,['MAT-76'],['Plant1'],['PO_ITEM--89-4'],,,['SUPPLIER--23'],0.0,0.0,['MAT-76_Plant1'],e1023,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Understock,,,,
Create Sales Order Item (Understock),2024-09-09 02:38:00,['MAT-76'],['Plant1'],,['SO_ITEM--13-3'],['CUSTOMER--1'],,0.0,0.0,['MAT-76_Plant1'],e1024,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Understock,,,,
Create Purchase Order Item (Understock),2024-09-11 02:38:10,['MAT-76'],['Plant1'],['PO_ITEM--87-1'],,,['SUPPLIER--23'],0.0,0.0,['MAT-76_Plant1'],e1025,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-09-11 02:38:11,['MAT-76'],['Plant1'],['PO_ITEM--87-1'],,,['SUPPLIER--23'],0.0,0.0,['MAT-76_Plant1'],e1025_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-10-19 02:36:19,['MAT-76'],['Plant2'],,['SO_ITEM--12-2'],['CUSTOMER--31'],,0.0,0.0,['MAT-76_Plant2'],e1014_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-10-19 02:36:20,['MAT-76'],['Plant2'],,['SO_ITEM--12-2'],['CUSTOMER--31'],,0.0,0.0,['MAT-76_Plant2'],e1014,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-03-03 02:37:30,['MAT-76'],['Plant2'],,['SO_ITEM--44-1'],['CUSTOMER--37'],,0.0,0.0,['MAT-76_Plant2'],e1021,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,,
Create Purchase Order Item (Understock),2024-09-13 02:38:20,['MAT-76'],['Plant2'],['PO_ITEM--82-3'],,,['SUPPLIER--29'],0.0,0.0,['MAT-76_Plant2'],e1026,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-09-13 02:38:21,['MAT-76'],['Plant2'],['PO_ITEM--82-3'],,,['SUPPLIER--29'],0.0,0.0,['MAT-76_Plant2'],e1026_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-11-05 02:36:39,['MAT-76'],['Plant3'],['PO_ITEM--44-2'],,,['SUPPLIER--11'],0.0,0.0,['MAT-76_Plant3'],e1016_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-05 02:36:40,['MAT-76'],['Plant3'],['PO_ITEM--44-2'],,,['SUPPLIER--11'],0.0,0.0,['MAT-76_Plant3'],e1016,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-04-22 02:37:40,['MAT-76'],['Plant3'],,['SO_ITEM--20-5'],['CUSTOMER--1'],,0.0,0.0,['MAT-76_Plant3'],e1022,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-04-22 02:37:41,['MAT-76'],['Plant3'],,['SO_ITEM--20-5'],['CUSTOMER--1'],,0.0,0.0,['MAT-76_Plant3'],e1022_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2023-10-03 02:35:59,['MAT-76'],['Plant4'],['PO_ITEM--35-3'],,,['SUPPLIER--24'],96.0,96.0,['MAT-76_Plant4'],e1012_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-10-03 02:36:00,['MAT-76'],['Plant4'],['PO_ITEM--35-3'],,,['SUPPLIER--24'],96.0,96.0,['MAT-76_Plant4'],e1012,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Understock,2023-11-26 02:36:49,['MAT-76'],['Plant4'],['PO_ITEM--34-4'],,,['SUPPLIER--6'],0.0,0.0,['MAT-76_Plant4'],e1017_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Purchase Order Item (Understock),2023-11-26 02:36:50,['MAT-76'],['Plant4'],['PO_ITEM--34-4'],,,['SUPPLIER--6'],0.0,0.0,['MAT-76_Plant4'],e1017,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Sales Order Item (Understock),2024-01-22 02:37:20,['MAT-76'],['Plant4'],,['SO_ITEM--159-5'],['CUSTOMER--2'],,0.0,0.0,['MAT-76_Plant4'],e1020,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-01-22 02:37:21,['MAT-76'],['Plant4'],,['SO_ITEM--159-5'],['CUSTOMER--2'],,0.0,0.0,['MAT-76_Plant4'],e1020_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-10-12 02:36:09,['MAT-76'],['Plant5'],,,['CUSTOMER--942282'],,96.0,0.0,['MAT-76_Plant5'],e1013_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Goods Issue (Understock),2023-10-12 02:36:10,['MAT-76'],['Plant5'],,,['CUSTOMER--942282'],,96.0,0.0,['MAT-76_Plant5'],e1013,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-29 02:37:00,['MAT-76'],['Plant5'],['PO_ITEM--75-4'],,,['SUPPLIER--30'],0.0,0.0,['MAT-76_Plant5'],e1018,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,,
Create Purchase Order Item (Understock),2023-11-29 02:37:10,['MAT-76'],['Plant5'],['PO_ITEM--75-5'],,,['SUPPLIER--30'],0.0,0.0,['MAT-76_Plant5'],e1019,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2023-11-29 02:37:11,['MAT-76'],['Plant5'],['PO_ITEM--75-5'],,,['SUPPLIER--30'],0.0,0.0,['MAT-76_Plant5'],e1019_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2024-08-27 02:39:19,['MAT-77'],['Plant2'],['PO_ITEM--69-1'],,,['SUPPLIER--17'],61.0,61.0,['MAT-77_Plant2'],e1033_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Purchase Order Item (Overstock),2024-08-27 02:39:20,['MAT-77'],['Plant2'],['PO_ITEM--69-1'],,,['SUPPLIER--17'],61.0,61.0,['MAT-77_Plant2'],e1033,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-08-27 02:39:21,['MAT-77'],['Plant2'],['PO_ITEM--69-1'],,,['SUPPLIER--17'],61.0,61.0,['MAT-77_Plant2'],e1033_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START OVERSTOCK,2024-01-28 02:38:39,['MAT-77'],['Plant3'],['PO_ITEM--118-1'],,,['SUPPLIER--26'],0.0,66.0,['MAT-77_Plant3'],e1029_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2024-01-28 02:38:40,['MAT-77'],['Plant3'],['PO_ITEM--118-1'],,,['SUPPLIER--26'],0.0,66.0,['MAT-77_Plant3'],e1029,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-03-10 02:38:50,['MAT-77'],['Plant3'],,['SO_ITEM--200-1'],['CUSTOMER--15'],,66.0,66.0,['MAT-77_Plant3'],e1030,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,,
Create Purchase Order Item (Overstock),2024-03-23 02:39:00,['MAT-77'],['Plant3'],['PO_ITEM--126-1'],,,['SUPPLIER--3'],66.0,66.0,['MAT-77_Plant3'],e1031,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-03-23 02:39:01,['MAT-77'],['Plant3'],['PO_ITEM--126-1'],,,['SUPPLIER--3'],66.0,66.0,['MAT-77_Plant3'],e1031_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-04-10 02:39:09,['MAT-77'],['Plant4'],['PO_ITEM--19-1'],,,['SUPPLIER--12'],61.0,61.0,['MAT-77_Plant4'],e1032_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Purchase Order Item (Overstock),2024-04-10 02:39:10,['MAT-77'],['Plant4'],['PO_ITEM--19-1'],,,['SUPPLIER--12'],61.0,61.0,['MAT-77_Plant4'],e1032,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-04-10 02:39:11,['MAT-77'],['Plant4'],['PO_ITEM--19-1'],,,['SUPPLIER--12'],61.0,61.0,['MAT-77_Plant4'],e1032_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START UNDERSTOCK,2023-12-26 02:38:29,['MAT-77'],['Plant5'],,,['CUSTOMER--388296'],,5.0,0.0,['MAT-77_Plant5'],e1028_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Goods Issue (Understock),2023-12-26 02:38:30,['MAT-77'],['Plant5'],,,['CUSTOMER--388296'],,5.0,0.0,['MAT-77_Plant5'],e1028,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2023-12-26 02:38:31,['MAT-77'],['Plant5'],,,['CUSTOMER--388296'],,5.0,0.0,['MAT-77_Plant5'],e1028_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START OVERSTOCK,2024-03-23 02:40:29,['MAT-78'],['Plant1'],['PO_ITEM--119-4'],,,['SUPPLIER--8'],0.0,51.0,['MAT-78_Plant1'],e1041_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2024-03-23 02:40:30,['MAT-78'],['Plant1'],['PO_ITEM--119-4'],,,['SUPPLIER--8'],0.0,51.0,['MAT-78_Plant1'],e1041,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-05-12 02:40:50,['MAT-78'],['Plant1'],['PO_ITEM--20-2'],,,['SUPPLIER--25'],36.0,36.0,['MAT-78_Plant1'],e1043,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-05-12 02:40:51,['MAT-78'],['Plant1'],['PO_ITEM--20-2'],,,['SUPPLIER--25'],36.0,36.0,['MAT-78_Plant1'],e1043_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2023-12-01 02:39:39,['MAT-78'],['Plant2'],['PO_ITEM--71-1'],,,['SUPPLIER--20'],50.0,50.0,['MAT-78_Plant2'],e1036_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-12-01 02:39:40,['MAT-78'],['Plant2'],['PO_ITEM--71-1'],,,['SUPPLIER--20'],50.0,50.0,['MAT-78_Plant2'],e1036,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Understock,2024-01-05 02:39:59,['MAT-78'],['Plant2'],,['SO_ITEM--54-3'],['CUSTOMER--12'],,0.0,0.0,['MAT-78_Plant2'],e1038_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Sales Order Item (Understock),2024-01-05 02:40:00,['MAT-78'],['Plant2'],,['SO_ITEM--54-3'],['CUSTOMER--12'],,0.0,0.0,['MAT-78_Plant2'],e1038,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
ST CHANGE Understock to Overstock,2024-06-06 02:41:19,['MAT-78'],['Plant2'],['PO_ITEM--18-2'],,,['SUPPLIER--29'],36.0,36.0,['MAT-78_Plant2'],e1046_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Order Item (Overstock),2024-06-06 02:41:20,['MAT-78'],['Plant2'],['PO_ITEM--18-2'],,,['SUPPLIER--29'],36.0,36.0,['MAT-78_Plant2'],e1046,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-06-06 02:41:21,['MAT-78'],['Plant2'],['PO_ITEM--18-2'],,,['SUPPLIER--29'],36.0,36.0,['MAT-78_Plant2'],e1046_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START OVERSTOCK,2023-10-19 02:39:29,['MAT-78'],['Plant3'],,['SO_ITEM--153-1'],['CUSTOMER--10'],,50.0,50.0,['MAT-78_Plant3'],e1035_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
